хьадоаладаьча,5
лаьна,18
моттача,10
ниятаца,5
хьабелгалдоаллашехьа,1
ши,2662
бӏарг,950
ӏотӏабужабергба,1
мочхал,28
хӏаманца,215
хьалдехкаргда,1
баге,249
йийла,147
юсийла,11
дегӏ,626
чӏоагӏденначул,6
маьженаш,76
хьерца,6
кӏаьдъергья,1
царех,2076
хӏараяр,19
ши-ший,57
ӏотӏа,214
хьош,88
кера,99
езо,2
ӏотӏаюларгья,1
фо,184
даха,892
кер,521
бестийтар,1
дакъа,1705
дӏакъайла,53
доаккхаш,411
ей,10
тоссаргья,1
тӏадувха,67
барзкъа,224
тӏера,1356
ӏодоаккхаргда,1
лаьттара,92
айеннача,26
доалача,23
иллачча,1
дарсах,50
хаттараш,506
моллагӏча,326
дагадоагӏаш,87
лаьца,1852
хьадис,27
деза,3648
лергволаш,10
белгалду,131
малагӏа,725
суврат,36
аьннар,600
мотта,32
хьаваргвоацалга,1
ховча,111
хьадоаладаь,8
лешшехьа,3
йистедоалар,2
яьннача,205
гӏолла,2217
воахьий,14
Хӏажари,2
Исмаӏили,1
ийца,926
Макка,174
Макке,7
буц,161
гаьнаш,268
гӏувнаш,5
ӏододаш,11
хиш,148
дахаш,153
лелаш,714
хьайбаш,164
екъа-яьсса,1
моттиг,2384
амрийца,7
лайра,23
бита,245
Маккара,27
къасташ,85
Хӏажара,12
хаьттар,1583
акхача,35
дита,445
дӏавода,120
укхаза,2346
даъар,28
малар,118
дут,40
тхо,3331
хьога,1370
шийга,860
зехьа,165
доадергдац,19
битаб,26
Нухь-Пайхамара,1
форд,113
тӏабаккхалехьа,1
Байтуль-маӏмур,2
малайкаша,54
тӏавоаф,33
даьгӏача,25
тӏабоаккхача,1
сигаленашкахьа,3
хьалъайдаь,9
нани,449
воӏи,115
цхьаь,563
бисаб,72
ялалехьа,162
акхаргара,3
кхачеи,12
хийи,30
кхоачаденнад,14
халча,46
хьале,99
оарц,330
Исмаӏал,87
хьогвенна,10
вайча,68
Сафа,2
Марват,2
лоам,755
дӏа-схьа,12
удаш,170
хий,1764
лохаш,210
готъенна,1
хьувзаш,175
кора,222
цадоагӏаш,9
сагото,184
хьувзача,56
Исмаӏала,37
тӏагӏолла,396
кхесташ,106
кӏай,583
оалхазар,151
кӏаьнк,1633
тӏаеддача,1
нанна,371
юххе,396
хьатӏадаьнна,5
гулде,43
гӏерташ,1117
лаьтта,2361
хьекхача,95
кулгашта,31
юккъе,388
хих,145
шортта,590
ӏайна,90
хьаст,166
хьахиннаб,15
хьогал,46
йоайир,18
маларца,6
хьастах,6
беркате,281
тахан,2516
хьажцӏа,66
бахача,508
замзам,5
кхухьар,16
яьнначул,31
юхавера,22
гӏадвахар,84
могаш-маьрша,66
бӏаргабайча,78
наьна,1290
гӏаддугаш,4
велаш-ловзаш,2
бийсанна,170
Исмаӏалина,2
урс,199
хьокхаш,212
бакъ,420
хиларга,208
хьажжа,48
дайна,481
бакъхила,8
дезаш,1493
гушдола,2
гӏанкхелахьа,1
Исмаӏалига,1
Гӏанкхелахь,1
хет,970
Исмаӏалас,40
лой,210
сабар,451
даьчарех,11
амрийна,2
коравоагӏаргва,8
шийца,549
хьаийца,132
хьакха,244
дагахьа,615
вахар,2641
вила,3
къамарге,12
ӏотӏаоттадича,2
Исмаӏалах,1
латийтадац,1
дизза,400
кхоачашдаьд,21
веза,1362
Исмаӏил,11
гучадаккхарца,6
зер,11
дийзад,32
декхар,741
кхоачашдича,7
ялсамалара,2
ка,353
бахьаш,169
Жабраил-малайк,6
дайтад,26
Ибрахӏима-Пайхамара,2
яь,1411
ӏамал,156
дукхаезаяларца,3
Гӏурбан-ӏидана,1
хьайбанна,8
гӏурба,14
дар,6384
ха-зама,88
юхавеча,16
шиннена,140
догӏа,383
тӏой,117
кхухьаш,103
ухача,57
хьажоша,2
Хьажцӏа-Каӏбат,1
хьалдеттад,4
шинне,307
хьехавеш,8
къоабал,134
делахь,177
оаха,2500
догӏар,4
Тӏеххозашвар,1
Тӏехховшвар,1
ва-кх,309
деттачул,2
кхерий,160
хьалтӏа,68
хьажол,207
параз,240
дӏахайтад,8
бовкъамашкахьа,1
ноаной,206
керамашкахьа,1
дергдолча,12
йойла,106
сийлаленгахьеи,3
лерхӏамангахьеи,2
дездаргахьеи,2
шишхиларгахьеи,2
совдоаккхалда,3
деттача,54
Исмаӏал-Пайхамара,1
Исхьакъ-Пайхамар,2
цхьаькха,610
даьчул,61
Исхьакъ-Пайхамара,6
вошас,132
даьчча,5
гӏонца,49
маьждиг,82
Шаьмарча,1
Палестина,2
Байтал-мукъаддасе,3
дагӏа,273
Масжидуль-Акъса,4
маьждиге,85
воалаваь,16
имам,62
эзар,390
Пайхамарага,12
ламаз,604
меттера,43
сигала,455
Яӏкъуб-Пайхамар,6
Яӏкъуб-Пайхамара,26
шийтта,142
воӏах,82
Юсуф-Пайхамар,14
яьккха,874
енначул,16
йоалаяьй,69
цхьайтта,68
цхьайтте,4
тайп-тайпарча,306
мехкашка,135
бахийтаб,30
лерхӏамангахьа,1
салам,265
массаволча,25
Мухьаммада,34
хьабелгалдаьлча,2
кийчоярга,1
сихо,50
лувчадари,1
мерчи,36
доллари,3
дари,54
дӏадоллари,2
юртарча,314
фарз-кифаят,4
цхьабараша,61
хьадича,38
вокхарна,42
доалаш,344
дича,627
массарашта,28
хьадар,56
дожаш,9
важиб,144
кхоачоярах,5
хьалхарадар,6
лувчадар,7
дакъахара,1
нажас,27
даьккха,762
эцийтаргда,2
ният,114
дакъан,27
хьалхара,1133
кара,555
дӏаайдар,1
яххача,72
лувчадергда,3
кӏезигагӏа,177
дегӏага,32
дӏакхачийтар,4
дегӏахара,2
дӏадаккхар,15
дезеи,8
дакъага,6
эцийтар,9
жайнашкахьа,8
ӏохьоахадаьд,6
лувчадилехьа,1
тайпара,3175
дакъанна,25
лувчар,46
дӏадалар,65
маӏача,260
лувчавергва,3
кхалсаго,220
лувчае,8
еза,1395
лувчаве,7
хийра,137
еце,228
хуле,953
хьарам,251
когаметта,133
таьма,36
дергда,938
ды,103
лакхадоаккхаш,5
гӏоазота,134
кхалха,22
воаца,212
лувчавар,1
лувчадара,1
веннача,127
дегӏа,768
сий,1350
цӏендари,1
яхалга,169
фуд,1552
диъ,228
венначул,28
лувчаде,12
лаьрхӏача,114
хьабелгалде,61
хьан,334
везар,262
лувчадира,1
шоллагӏадар,11
хьоарчадар,4
хьахов,6
аьннача,281
дешах,201
кӏайча,216
барзкъах,17
толашагӏа,82
дувхар,84
байнарашта,24
хьоарчаде,7
веннар,109
толашагӏадар,5
доллаш,17
кхо,998
парпа,14
хьоарчаяр,2
дӏоахалгахьа,1
шоралгахьа,2
дӏахьулдалла,1
боарам,304
еннар,29
изар,1
цӏонгагара,3
лохера,74
хьуладеш,11
химар,1
дӏахьулабеш,2
къамис,1
лакхера,237
изарага,1
дӏахьуладеш,2
хьоарчаергъя,2
даьрех,28
доллар,14
бакъда,3250
кхалсагаи,6
бераи,10
дац,4399
дийхка,109
мукъа,377
бутаргба,19
еннача,64
кхалсага,460
хьулаергъяц,1
вийна,178
шахӏид,1
тӏайийхача,13
хӏамашца,44
дӏаволларгва,15
хьоарчадеш,4
йоаца,281
хьаж,156
йоагӏа,686
тохар,129
кафур,1
миск,1
дийхкача,21
тохаргъяц,1
хьажолдеш,5
хиннача,1888
тасбихь,23
ешаш,200
гӏоаттавергва,1
кхоачояра,1
малагӏча,356
хьадисо,3
хьабелгалду,3
тӏахьоарчае,1
езар,276
дийха,139
масса,525
хьанна,244
хьаьнал,38
байнача,92
мерчии,2
долла,71
мерчена,11
тохаргйий,2
гӏоттавергва,3
кхоалагӏадар,5
хьикмат,17
вехаш,23
кхыча,1317
умматашкахьа,3
хиннадац,419
къаьстта,1388
жамаӏатаца,9
латташ,1171
дукхача,538
дакъашта,23
мегаш,205
гаьна,1042
венна,620
дӏавеллача,11
боарза,42
ламаза,192
ворхӏ,389
рукн,34
вокха,180
ламазашкахьа,3
такбиратуль-ихьрамах,1
хоттаденна,107
Аллоахӏу,26
акбар,42
имамо,11
дакъаш,22
хьалашка,27
маъмумо,1
такбир,12
алар,197
диънех,2
такбиратуль-ихьрам,4
ламазагахьа,10
хӏара,1927
хьалъайдар,2
кхычаргахьа,1
чакхдоалаш,132
аьнначул,19
аль-Фатихьат,2
шоллагӏа,449
салот,27
дилар,26
доаладе,46
салотах,1
кхоачамбешдола,1
зӏамагӏадар,1
дезала,418
дезагӏадар,3
аьлана,12
аьла,333
ӏайха,418
диларах,1
тарра,104
Иброахӏима,4
ӏаламашкахьа,1
тӏех,273
Хоастамийлавар,1
Сийдолашагӏавар,1
везварца,2
къахетам,410
малайкий,15
гештдар,75
дехар,533
кхоалагӏа,215
доаладаьчул,3
кхоачамбеш,8
зӏамагӏа,266
гештде,19
байнараш,66
маӏнах,12
царца,868
кхалнах,494
дийначарна,6
байначарна,12
гаргачарна,1
гаьначарна,2
зӏамигачарна,3
боккхачарна,2
маӏачарна,2
кхалчарна,3
гешт,296
тхох,138
дийнавешвар,1
дин,200
дийнве,4
ийман,7
кхолхаве,1
лай,428
лаь,14
даьи,68
наьнеи,70
дахаргара,1
паргӏатонгара,1
вийзарех,1
бийзарех,1
каша,238
боадонга,6
духьал,696
кхеташ,504
хӏаманга,141
водаш,491
тешалдеш,9
воацар,186
тхол,22
ховшвар,7
вессав,13
воссар,3
къахетамга,16
хьашт,306
къе,190
ӏуйренга,6
даларха,1
вӏаьхий,127
лайна,187
даьхкад,80
тӏадийрза,4
дикаш,101
ловш,551
шафаӏатдар,1
хиннавале,46
хӏамашкахьа,2
маьл,323
баларца,10
ваккха,108
во,1525
къинтӏера,142
вала,614
къахетамца,96
раьза,2320
ле,331
фитнатах,4
бартхаттарах,1
лораве,26
паргӏато,198
лаьттана,34
шаккха,102
шербе,2
тешаме,310
гӏоттавалцца,1
къахетаме,312
волчулла,7
Къахетамехвар,1
къахетамбе,1
къинош,73
дӏадаха,200
восса,8
чувода,10
паргӏата,210
хицеи,3
лайцеи,3
шанацеи,1
Гӏалатлонех,1
цӏенаве,1
мӏадах,3
цӏендирах,1
тара,1069
дикагӏча,75
цӏенца,28
Ялсамаленца,1
хувца,160
дезал,1076
сесагах,33
хӏуврал-ӏийнах,1
волла,14
хаттарах,28
деннар,83
пхийттара,47
даланза,62
кхер,242
белгалонаш,207
гучаяланза,2
лакхе,621
дуӏана,10
наннеи,54
диканна,61
ийккха,152
кечдаь,9
хьалхадаьнна,6
сийдола,179
ганз,156
шафаӏат,24
ве,281
тараз,37
дикача,540
дег,1233
далара,64
дотта,22
денначул,15
ӏаьса,123
хӏамаш,1578
хьадарца,6
фитнийла,2
даларах,39
йоал,413
къентӏера,1
шиннех,66
хӏай,327
къахетамех,4
вар,3795
диълагӏа,57
тхона,1627
Ворхлагӏа,2
уралатта,26
могашвар,2
уралаттар,18
яьлча,521
аргӏагӏа,28
хьаювца,11
цхьаннена,269
дукханенна,1
лархӏа,234
долчун,56
лафз,8
хьадоаладе,33
дезагӏа,136
венначунна,11
лоархӏаш,677
дукханаьшта,1
кхалнаха,241
ӏодешийта,2
хьабелгалдайта,1
деннача,137
бера,793
маӏан,965
могашволчун,1
дакъалла,1
гӏаш,144
дӏахьош,291
дӏабахар,123
дӏаволлаш,13
кӏоаргалгахьа,1
урагӏа,251
дахийтача,13
юкъара,292
миссел,320
тарлу,371
метари,1
ткъо,155
сантиметари,1
гаргга,138
см,9
долли,1
шуи,16
кховзткъа,73
сантиметар,1
ӏочу,223
оагӏорахьа,789
венначун,59
шоралга,2
даьккхача,144
лахьтий,7
къулбехьа,15
ӏодулларгда,4
ӏовуллачо,1
цӏерца,42
дына,0
сунната,6
лоравеш,44
чура,1638
хьаийцача,79
ворхӏазза,11
анзалнахӏу,2
дийша,531
чухьнахьа,35
ӏотӏахьарцар,1
лахьта,28
кертера,78
ӏовола,6
дӏакъовларгда,6
бола,2632
боарз,57
шецца,18
лакхал,32
дӏавеллачул,3
дӏанийсбича,2
къулбехьен,19
оагӏорахьара,242
хьатӏа,272
хайна,475
юхьдухьал,17
Талкъийн,2
Заӏам,5
моллагӏа,1033
аят,146
белгалдаьха,17
тоам,811
болашагӏа,62
дараш,161
керте,205
ас-Саждат,1
юхьтӏехьашка,2
ал-мулк,1
когашкахьа,3
ад-Духан,1
дов,783
байначул,8
гӏовттабергбац,2
ала,2841
дув,364
буъ,131
гӏовттаданне,1
гӏовттадерг,2
ма-д,208
дувцарг,17
шоана,3265
атта,903
хоастам,360
динга,27
нийсдаьча,4
вайтарца,2
салоти,1
салами,10
йолчун,19
хьоахаде,92
дага,1078
доха,107
аьхартен,21
хье,1034
тешалдар,4
боккъонца,182
жожагӏате,92
гӏоттадергдолаш,2
къаи,4
маьли,5
озаргдола,1
хьисаб,26
гучадаьккха,3
ӏолоархӏаргдолаш,1
шеко,189
йоацаш,1677
доагӏаргдолаш,17
кашамашка,73
мелвар,15
гӏоттавергволаш,2
хиларна,22
Къуръан,65
къулба,22
ламази,14
мархи,4
загати,1
хьажоли,11
вежарий,418
йижарий,98
чӏоагӏволва,1
чӏоагӏам,9
нийсача,212
дешаца,111
дилла,963
чӏоагӏбу,10
дунени,2
дени,11
хиларгахьа,12
тувлабу,5
лайнар,80
лайнна,2
хьукм,13
лаьттах,268
кхеллад,79
йоали,2
лахаргахьа,1
дерзадергда,9
дохкадалеи,1
халеи,12
цӏаькхазза,10
цогӏара,1
доахаргда,41
овттараи,1
дираи,1
дерзаргдолаш,5
дагадохийталда,1
алийталда,1
наькъ,254
нийсаволва,1
ӏотӏадохийташ,1
мотт,2534
бакъдолчунцеи,1
нийсачунцеи,1
лебе,23
зерате,36
ахар,43
хьоахаваь,4
дуӏийца,2
балар,82
шуга,635
аха,192
хӏанз,4887
бокъо,924
вахача,503
коа,1493
чухьдараш,1
шох,69
дӏакхувргда,1
диълагӏадар,4
дӏаболхача,15
дӏаволлача,6
кӏоаргалгахьареи,1
шоралгахьареи,1
дӏадолла,10
ӏочувалар,1
ӏодилла,55
ӏонийсдечо,1
лоравергволаш,2
къовла,39
бешбола,4
беза,1144
дозал,89
Лутӏ-Пайхамар,6
хьамсара,654
дукхавезаш,24
Бабил-мехкара,1
юкъера,1023
Лутӏ,31
хайнав,32
воаццаш,35
денни-бийсанни,1
баххьал,6
наькъа,965
дӏоахал,27
баьхаб,172
пайхамарал,31
даларца,53
везваь,17
Судум,1
ядача,60
юрташка,242
кхайкаде,36
вахийтав,33
Лутӏ-Пайхамара,7
кхайкадеш,57
шахьараш,65
йиъ,130
хӏарачухьа,1
миллион,25
баха,1136
ийрчагӏа,8
бӏехагӏа,7
леладеш,281
даӏват,4
хьехамаш,72
цаэцаш,11
бӏехача,110
белхашкахьа,4
шоашка,360
вайтача,31
яхар,1501
хӏалакбе,15
лайнад,39
вац,2053
халкъано,4
ден,244
лорадалар,4
Аллахӏо,43
хьадир,28
малайкаш,63
дахкийтад,7
цадеш,46
хӏалакбира,2
саца,154
чакхъяккха,14
дессача,22
шахьарашка,89
чакх,271
даьнна,846
леладу,562
бӏеха,331
зувш,192
хьадаьхкад,3
Ибрахӏим-Пайхамарага,1
хоам,732
данне,5
доагӏаргхилар,1
яьннай,218
данза,33
дусаргдоаца,1
соцаде,27
боаца,287
хозача,492
беррашха,12
кагийча,503
сибате,14
дийрза,41
Лувтӏ-Пайхамар,1
юрта,1854
чудахад,8
дахкийта,8
хьаьший,530
чуийцад,5
дий,1679
кагий,621
сибат,210
хиларах,1552
хьаьшашта,133
нахагара,116
зина,32
кхераш,843
Жабраил-малайкага,1
Лутӏ-Пайхамарага,1
тешал,357
дайталаш,6
хьаьшашка,69
белхах,26
хазадий,8
хаттара,241
хаттар,672
болх,4765
Аллахӏаца,67
уммат,32
лоткъадаьд,1
вӏаштӏеххьа,3
диазза,28
биа,52
биллахӏи,4
юрташ,202
йолча,2738
юртел,1
вогӏа,70
акхарел,9
бовзац,15
болга,245
дӏабаха,115
наӏарга,342
баьхкаб,89
баккха,393
боацилга,57
дӏабаханза,1
ӏергбоацилга,1
Жабраил-малайко,1
ткъам,120
цагуш,10
йовхьамаш,50
улгаш,24
